CDXC,Consumer Durables,Specialty Chemicals
URRE,Basic Industries,Precious Metals
DGLD,Finance,Investment Bankers/Brokers/Service
CHCO,Finance,Major Banks
CHCI,Capital Goods,Homebuilding
INOD,Technology,EDP Services
BYBK,Finance,Major Banks
CHTR,Consumer Services,Television Services
DGLY,Technology,Radio And Television Broadcasting And Communications Equipment
SSFN,Finance,Major Banks
CVLT,Technology,Computer Software: Prepackaged Software
DFRG,Consumer Services,Restaurants
PCTI,Technology,Radio And Television Broadcasting And Communications Equipment
AMD,Technology,Semiconductors
CVLY,Finance,Savings Institutions
LOPE,Consumer Services,Other Consumer Services
PVTB,Finance,Major Banks
MSFT,Technology,Computer Software: Prepackaged Software
GTWN,Finance,Major Banks
SWIR,Technology,Radio And Television Broadcasting And Communications Equipment
LMAT,Health Care,Medical/Dental Instruments
LRCX,Technology,Industrial Machinery/Components
CFFN,Finance,Savings Institutions
CFFI,Finance,Major Banks
MVIS,Capital Goods,Industrial Machinery/Components
SNHY,Capital Goods,Metal Fabrications
PCBK,Finance,Major Banks
CVBF,Finance,Major Banks
AHGP,Energy,Coal Mining
CZNC,Finance,Major Banks
ANGO,Health Care,Medical/Dental Instruments
ANGI,Consumer Services,Advertising
JSM,Finance,Finance: Consumer Services
HTLD,Transportation,Trucking Freight/Courier Services
HTLF,Finance,Major Banks
HOPE,Finance,Major Banks
NEO,Health Care,Precision Instruments
IGOV,n/a,n/a
KOPN,Technology,Semiconductors
RGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JCTCF,Consumer Services,RETAIL: Building Materials
SALM,Consumer Services,Broadcasting
MGCD,Health Care,Medical/Dental Instruments
CYRN,Technology,Computer Software: Prepackaged Software
WABC,Finance,Major Banks
PHII,Transportation,Transportation Services
SOHU,Technology,EDP Services
POWI,Technology,Semiconductors
LSCC,Technology,Semiconductors
QBAK,Technology,Electronic Components
CYRX,Transportation,Oil Refining/Marketing
LAWS,Consumer Durables,Industrial Specialties
GSIT,Technology,Semiconductors
GILD,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DGAS,Public Utilities,Oil & Gas Production
ESSA,Finance,Banks
ACHN,Health Care,Major Pharmaceuticals
CPHC,Consumer Services,Services-Misc. Amusement & Recreation
MSEX,Public Utilities,Water Supply
GILT,Technology,Radio And Television Broadcasting And Communications Equipment
PRTK,Health Care,Major Pharmaceuticals
SCHL,Consumer Services,Books
ACHC,Health Care,Medical Specialities
MBWM,Finance,Major Banks
REIS,Miscellaneous,Business Services
EBAY,Miscellaneous,Business Services
NAUH,Consumer Services,Other Consumer Services
BOOM,Capital Goods,Industrial Specialties
AMOV,Public Utilities,Telecommunications Equipment
AMOT,Capital Goods,Electrical Products
CPLP,Transportation,Marine Transportation
HRZN,n/a,n/a
SPNS,Technology,Computer Software: Prepackaged Software
MLCO,Consumer Services,Hotels/Resorts
CPLA,Consumer Services,Other Consumer Services
SVVC,n/a,n/a
WETF,Finance,Investment Bankers/Brokers/Service
SPNC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PBCT,Finance,Savings Institutions
PDCE,Energy,Oil & Gas Production
AMSWA,Technology,Computer Software: Prepackaged Software
AFAM,Health Care,Medical/Nursing Services
NICK,Finance,Finance Companies
NMRX,Consumer Durables,Telecommunications Equipment
SBOT,Health Care,Major Pharmaceuticals
SMBC,Finance,Banks
QSII,Technology,EDP Services
QQEW,n/a,n/a
DMRC,Technology,EDP Services
TA,Consumer Durables,Automotive Aftermarket
ATOS,Health Care,Medical/Dental Instruments
HBHC,Finance,Major Banks
ISRL,Energy,Oil & Gas Production
AFSI,Finance,Property-Casualty Insurers
OMCL,Technology,Computer Manufacturing
ISRG,Health Care,Industrial Specialties
ARLZ,Health Care,Major Pharmaceuticals
ARLP,Energy,Coal Mining
TESS,Consumer Non-Durables,Electronic Components
VSAT,Technology,Radio And Television Broadcasting And Communications Equipment
GNVC,Health Care,Major Pharmaceuticals
SBAC,Consumer Services,Real Estate Investment Trusts
FALC,Technology,Computer Software: Prepackaged Software
WLB,Energy,Coal Mining
EFSC,Finance,Major Banks
HEES,n/a,n/a
MANT,Consumer Services,Other Consumer Services
SRCE,Finance,Major Banks
WFBI,Finance,Major Banks
QGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MANH,Technology,Computer Software: Prepackaged Software
KTEC,Technology,Industrial Machinery/Components
TAYD,Capital Goods,Industrial Machinery/Components
APRI,Health Care,Major Pharmaceuticals
TCBIW,Finance,Major Banks
BECN,Consumer Services,RETAIL: Building Materials
TCBIL,Finance,Major Banks
DORM,Capital Goods,Auto Parts:O.E.M.
PLPM,Miscellaneous,Business Services
NVIV,Health Care,Medical/Dental Instruments
ICCC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IFEU,n/a,n/a
FOXA,Consumer Services,Television Services
OTIV,Technology,Semiconductors
WOOF,Consumer Non-Durables,Farming/Seeds/Milling
CMPR,Miscellaneous,Publishing
MDCO,Health Care,Major Pharmaceuticals
CSWC,n/a,n/a
VTWV,n/a,n/a
WMGI,Health Care,Industrial Specialties
SPIL,Technology,Semiconductors
SEAC,Technology,Radio And Television Broadcasting And Communications Equipment
VEON,Public Utilities,Telecommunications Equipment
DRYS,Transportation,Marine Transportation
AAWW,Transportation,Transportation Services
CYOU,Technology,Computer Software: Prepackaged Software
DCOM,Finance,Savings Institutions
DVAX,Health Care,Major Pharmaceuticals
JMBA,Consumer Services,Restaurants
VRML,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBTB,Finance,Major Banks
FTR,Public Utilities,Telecommunications Equipment
FTW,n/a,n/a
STBA,Finance,Major Banks
ELSE,Capital Goods,Industrial Machinery/Components
FTA,n/a,n/a
IGF,n/a,n/a
FTC,n/a,n/a
LHCG,Health Care,Medical/Nursing Services
UTMD,Health Care,Medical/Dental Instruments
BLFS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CBF,Finance,Major Banks
HIMX,Technology,Semiconductors
PSAU,n/a,n/a
SBSI,Finance,Major Banks
CNBKA,Finance,Major Banks
WMIH,Finance,Finance: Consumer Services
NUAN,Technology,Computer Software: Prepackaged Software
CIZN,Finance,Major Banks
CROX,Consumer Non-Durables,Shoe Manufacturing
ACIW,Technology,Computer Software: Prepackaged Software
AMSC,Consumer Durables,Metal Fabrications
SCCI,n/a,n/a
HAIN,Consumer Non-Durables,Packaged Foods
MSFG,Finance,Major Banks
MGRC,Technology,Diversified Commercial Services
FB,Technology,"Computer Software: Programming, Data Processing"
TICC,n/a,n/a
AUDC,Public Utilities,Telecommunications Equipment
FH,Miscellaneous,Multi-Sector Companies
CYAN,Consumer Durables,Specialty Chemicals
HOMB,Finance,Major Banks
NATR,Health Care,Major Pharmaceuticals
BONT,Consumer Services,Department/Specialty Retail Stores
NATI,Technology,Computer Software: Prepackaged Software
NATH,Consumer Services,Restaurants
ASPS,Consumer Services,Other Consumer Services
RPXC,Miscellaneous,Multi-Sector Companies
MBVT,Finance,Major Banks
VOD,Public Utilities,Telecommunications Equipment
SITO,Miscellaneous,Business Services
ACWI,n/a,n/a
REFR,Miscellaneous,Multi-Sector Companies
ESBK,Finance,Major Banks
ILMN,Capital Goods,Biotechnology: Laboratory Analytical Instruments
GRVY,Miscellaneous,Business Services
ACWX,n/a,n/a
YY,Technology,EDP Services
VIIX,Finance,Investment Bankers/Brokers/Service
MARA,Miscellaneous,Multi-Sector Companies
VIIZ,Finance,Investment Bankers/Brokers/Service
RTIX,Health Care,Industrial Specialties
PLPC,Basic Industries,Water Supply
UEPS,Finance,Investment Bankers/Brokers/Service
MARK,Consumer Services,Telecommunications Equipment
VTWO,n/a,n/a
MXWL,Miscellaneous,Industrial Machinery/Components
ASCMA,Consumer Services,Other Consumer Services
VTWG,n/a,n/a
LYTS,Consumer Durables,Building Products
PAGG,n/a,n/a
USAK,Transportation,Trucking Freight/Courier Services
ADBE,Technology,Computer Software: Prepackaged Software
MYOS,Health Care,Major Pharmaceuticals
MDXG,Health Care,Medical/Dental Instruments
MITL,Technology,Radio And Television Broadcasting And Communications Equipment
MITK,Technology,Computer peripheral equipment
USAP,Basic Industries,Steel/Iron Ore
BELFB,Capital Goods,Electrical Products
HBIO,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BELFA,Capital Goods,Electrical Products
BVSN,Technology,Computer Software: Prepackaged Software
ISSC,Technology,EDP Services
ATNI,Public Utilities,Telecommunications Equipment
FITB,Finance,Major Banks
WVFC,Finance,Banks
USAT,Miscellaneous,Office Equipment/Supplies/Services
RTNB,Consumer Services,Professional Services
NSYS,Capital Goods,Industrial Machinery/Components
SLGN,Consumer Durables,Containers/Packaging
FTNT,Technology,Computer peripheral equipment
BANR,Finance,Major Banks
PCYO,Public Utilities,Water Supply
BANF,Finance,Major Banks
CMLS,Consumer Services,Broadcasting
SCVL,Consumer Services,Clothing/Shoe/Accessory Stores
UG,Consumer Non-Durables,Package Goods/Cosmetics
OFS,n/a,n/a
OTTR,Public Utilities,Electric Utilities: Central
CRAY,Technology,Computer Manufacturing
DXTR,Health Care,Medical/Dental Instruments
SMBK,Finance,Major Banks
LSBK,Finance,Savings Institutions
PRCP,Capital Goods,Electronic Components
CRAI,Miscellaneous,Other Consumer Services
GOOGL,Technology,"Computer Software: Programming, Data Processing"
ARAY,Health Care,Medical/Dental Instruments
FTRI,n/a,n/a
EGT,Consumer Durables,Miscellaneous manufacturing industries
RDNT,Health Care,Medical Specialities
FOSL,Consumer Non-Durables,Consumer Specialties
BEBE,Consumer Non-Durables,Apparel
IMPV,Technology,Computer Software: Prepackaged Software
EXTR,Technology,Computer Communications Equipment
SMIT,Capital Goods,Industrial Machinery/Components
FGM,n/a,n/a
SPSC,Technology,Computer Software: Prepackaged Software
WPPGY,Technology,Advertising
UBSH,Finance,Major Banks
OHAI,n/a,n/a
RMCF,Consumer Non-Durables,Specialty Foods
SFNC,Finance,Major Banks
SBNY,Finance,Major Banks
MDCA,Technology,Advertising
BWEN,Capital Goods,Metal Fabrications
OZRK,Finance,Major Banks
ROSG,Health Care,Major Pharmaceuticals
FBNC,Finance,Major Banks
SILC,Technology,Computer Communications Equipment
GURE,Basic Industries,Major Chemicals
ROST,Consumer Services,Clothing/Shoe/Accessory Stores
MMAC,Finance,Real Estate
EXFO,Capital Goods,Electrical Products
NVDQ,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
OCC,Basic Industries,Telecommunications Equipment
ZION,Finance,Major Banks
VLGEA,Consumer Services,Food Chains
ELTK,Technology,Electrical Products
NVDA,Technology,Semiconductors
STAA,Health Care,Ophthalmic Goods
CZWI,Finance,Savings Institutions
USATP,Miscellaneous,Office Equipment/Supplies/Services
PKW,n/a,n/a
SBRA,Consumer Services,Real Estate Investment Trusts
BPOPM,Finance,Major Banks
BPOPN,Finance,Major Banks
ASMB,Health Care,Major Pharmaceuticals
CCUR,Technology,Computer Manufacturing
ASML,Technology,Industrial Machinery/Components
SYMC,Technology,Computer Software: Prepackaged Software
BICK,n/a,n/a
LUNA,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SUMR,Consumer Durables,Miscellaneous manufacturing industries
JACK,Consumer Services,Restaurants
BKSC,Finance,Major Banks
CSQ,n/a,n/a
RIBT,Consumer Non-Durables,Packaged Foods
VOXX,Consumer Non-Durables,Electronic Components
UNXL,Capital Goods,Industrial Machinery/Components
WIFI,Consumer Services,Telecommunications Equipment
ALGT,Transportation,Air Freight/Delivery Services
BRCD,Technology,Computer Communications Equipment
ODP,Consumer Services,Other Specialty Stores
ALGN,Health Care,Industrial Specialties
ARWR,Health Care,Major Pharmaceuticals
HFBL,Finance,Savings Institutions
ACXM,Technology,EDP Services
NURO,Health Care,Medical/Dental Instruments
HFBC,Finance,Major Banks
NWBI,Finance,Major Banks
HIBB,Consumer Services,Other Specialty Stores
JOBS,Technology,Diversified Commercial Services
PMD,Health Care,Medical Specialities
WSFS,Finance,Major Banks
CMCO,Capital Goods,Construction/Ag Equipment/Trucks
FCSC,Health Care,Major Pharmaceuticals
LRAD,Consumer Non-Durables,Consumer Electronics/Appliances
CSBK,Finance,Savings Institutions
MASI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LORL,Technology,Radio And Television Broadcasting And Communications Equipment
CSBR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMCT,Consumer Services,Real Estate Investment Trusts
QCRH,Finance,Major Banks
CSTE,Capital Goods,Building Materials
CAKE,Consumer Services,Restaurants
UNB,Finance,Major Banks
FSTR,Basic Industries,Metal Fabrications
CDTI,Capital Goods,Pollution Control Equipment
DFBG,Consumer Non-Durables,Apparel
AETI,Energy,Industrial Machinery/Components
VIVE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ITI,Consumer Durables,Telecommunications Equipment
VSTM,Health Care,Major Pharmaceuticals
VRNT,Technology,EDP Services
CCRN,Technology,Professional Services
VIVO,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MNGA,Technology,Industrial Machinery/Components
ENPH,Technology,Semiconductors
EGLE,Transportation,Marine Transportation
OXLC,n/a,n/a
CRME,Health Care,Major Pharmaceuticals
CVTI,Transportation,Trucking Freight/Courier Services
WKHS,Capital Goods,Auto Manufacturing
ISBC,Finance,Major Banks
SSNC,Technology,Computer Software: Prepackaged Software
OTTW,Finance,Savings Institutions
HSTM,Technology,"Computer Software: Programming, Data Processing"
PATK,Basic Industries,Forest Products
SBBX,Finance,Major Banks
SANW,Consumer Non-Durables,Farming/Seeds/Milling
JOUT,Consumer Non-Durables,Recreational Products/Toys
CYTK,Health Care,Major Pharmaceuticals
BIB,n/a,n/a
MGEE,Energy,Electric Utilities: Central
MGPI,Consumer Non-Durables,Beverages (Production/Distribution)
CYTX,Health Care,Medical/Dental Instruments
CYTR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BSFT,Technology,Computer Software: Prepackaged Software
BIS,n/a,n/a
LNCE,Consumer Non-Durables,Specialty Foods
HOLX,Health Care,Medical Electronics
MIND,Technology,Diversified Commercial Services
SLP,Technology,EDP Services
CRNT,Technology,Radio And Television Broadcasting And Communications Equipment
SLM,Finance,Finance: Consumer Services
PSCT,n/a,n/a
HOLI,Energy,Industrial Machinery/Components
CYBE,Capital Goods,Electronic Components
POOL,Consumer Durables,Industrial Specialties
GSOL,Consumer Services,Advertising
RGCO,Public Utilities,Oil & Gas Production
UHAL,Consumer Services,Rental/Leasing Companies
TCX,Technology,EDP Services
DRAD,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NWPX,Basic Industries,Steel/Iron Ore
GENC,Capital Goods,Construction/Ag Equipment/Trucks
BUR,Consumer Non-Durables,Packaged Foods
BDSI,Health Care,Major Pharmaceuticals
GFN,Technology,Diversified Commercial Services
PRXL,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PKOH,Capital Goods,Industrial Specialties
QQXT,n/a,n/a
BSTC,Health Care,Major Pharmaceuticals
EXA,Technology,Computer Software: Prepackaged Software
RMBS,Technology,Semiconductors
BPFHW,Finance,Major Banks
VNDA,Health Care,Major Pharmaceuticals
MELI,Miscellaneous,Business Services
DEPO,Health Care,Major Pharmaceuticals
PWOD,Finance,Major Banks
SPLS,Consumer Services,Other Specialty Stores
PICO,Finance,Real Estate
MFIN,Finance,Finance: Consumer Services
CUI,Consumer Non-Durables,Electronic Components
ECOL,Public Utilities,Environmental Services
MYRG,Basic Industries,Water Supply
SONA,Finance,Major Banks
CETV,Consumer Services,Broadcasting
SONC,Consumer Services,Restaurants
MBCN,Finance,Major Banks
SONS,Technology,EDP Services
FNY,n/a,n/a
XLNX,Technology,Semiconductors
IESC,Capital Goods,Engineering & Construction
BOSC,Technology,Computer Communications Equipment
EEFT,Finance,Investment Bankers/Brokers/Service
NVMI,Capital Goods,Electronic Components
TAIT,Consumer Non-Durables,Electronic Components
EDAP,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MMLP,Energy,Oil Refining/Marketing
SYNC,Technology,"Computer Software: Programming, Data Processing"
DLBL,Finance,Commercial Banks
SYNA,Technology,EDP Services
DLBS,Finance,Commercial Banks
SBCF,Finance,Major Banks
FDT,n/a,n/a
SYNT,Technology,EDP Services
CLBS,Health Care,Hospital/Nursing Management
FANG,Energy,Oil & Gas Production
FNK,n/a,n/a
ABMD,Health Care,Medical/Dental Instruments
GLDD,Basic Industries,Military/Government/Technical
AEGN,Basic Industries,Water Supply
SGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MKSI,Capital Goods,Industrial Machinery/Components
KTCC,Technology,Computer peripheral equipment
QCOM,Technology,Radio And Television Broadcasting And Communications Equipment
SVBI,Finance,Major Banks
RMTI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IPGP,Technology,Semiconductors
STRS,Consumer Services,Homebuilding
GYRO,Consumer Services,Building operators
SPRT,Technology,EDP Services
CNXN,Consumer Services,Catalog/Specialty Distribution
EVGN,Basic Industries,Agricultural Chemicals
IDSA,Consumer Durables,Industrial Specialties
FINL,Consumer Services,Clothing/Shoe/Accessory Stores
IDSY,Consumer Durables,Telecommunications Equipment
STRA,Consumer Services,Other Consumer Services
NTCT,Technology,EDP Services
OPK,Health Care,Major Pharmaceuticals
ABCD,Consumer Services,Publishing
ABCB,Finance,Major Banks
WDFC,Basic Industries,Major Chemicals
ABCO,Consumer Services,Other Consumer Services
PEGA,Technology,EDP Services
FNHC,Finance,Property-Casualty Insurers
PNTR,Technology,Radio And Television Broadcasting And Communications Equipment
SCSS,Consumer Durables,Home Furnishings
ANDE,Consumer Services,Farming/Seeds/Milling
DCIX,Transportation,Marine Transportation
RYAAY,Transportation,Air Freight/Delivery Services
ELGX,Health Care,Medical/Dental Instruments
JKHY,Technology,EDP Services
HAYN,Capital Goods,Steel/Iron Ore
SNGX,Health Care,Major Pharmaceuticals
OCLR,Technology,Semiconductors
IMGN,Health Care,Major Pharmaceuticals
PAAS,Basic Industries,Precious Metals
IEP,Capital Goods,Auto Parts:O.E.M.
RGLD,Basic Industries,Precious Metals
EXAC,Health Care,Industrial Specialties
FRED,Consumer Services,Department/Specialty Retail Stores
FUSB,Finance,Major Banks
BLDR,Consumer Services,RETAIL: Building Materials
VGLT,n/a,n/a
BLDP,Energy,Industrial Machinery/Components
TGA,Energy,Oil & Gas Production
HCKT,Consumer Services,Professional Services
SMTC,Technology,Semiconductors
CHRW,Transportation,Oil Refining/Marketing
UFPT,Capital Goods,Containers/Packaging
UCBA,Finance,Savings Institutions
GRFS,Health Care,Major Pharmaceuticals
SBUX,Consumer Services,Restaurants
PSCH,n/a,n/a
MTSI,Technology,Semiconductors
MORN,Finance,Investment Managers
PSCM,n/a,n/a
PSCC,n/a,n/a
PSCF,n/a,n/a
VCLT,n/a,n/a
CMCSA,Consumer Services,Television Services
ASNA,Consumer Services,Clothing/Shoe/Accessory Stores
PRSS,Consumer Services,Other Specialty Stores
JRJC,Finance,Investment Bankers/Brokers/Service
MNTX,Technology,Industrial Machinery/Components
TBNK,Finance,Savings Institutions
NEWS,Finance,Finance: Consumer Services
CBMX,Health Care,Hospital/Nursing Management
CYCC,Health Care,Major Pharmaceuticals
PPC,Consumer Non-Durables,Meat/Poultry/Fish
NRIM,Finance,Savings Institutions
PPH,n/a,n/a
CNOB,Finance,Major Banks
MBTF,Finance,Major Banks
ASRV,Finance,Major Banks
NEWT,n/a,n/a
TZOO,Technology,EDP Services
AMBA,Technology,Semiconductors
GRPN,Technology,Advertising
JCS,Public Utilities,Telecommunications Equipment
IBOC,Finance,Major Banks
NHTC,Consumer Durables,Consumer Specialties
SIVB,Finance,Major Banks
ESLT,Capital Goods,Military/Government/Technical
BBRG,Consumer Services,Restaurants
BRID,Consumer Non-Durables,Specialty Foods
KBWY,n/a,n/a
CSCO,Technology,Computer Communications Equipment
KBWP,n/a,n/a
KBWB,n/a,n/a
SGYP,Health Care,Major Pharmaceuticals
USCR,Capital Goods,Building Materials
CPSI,Technology,EDP Services
NCIT,Technology,EDP Services
BV,Technology,Computer Software: Prepackaged Software
CPST,Energy,Industrial Machinery/Components
GSM,Capital Goods,Metal Fabrications
WBKC,Finance,Banks
CPSS,Finance,Finance: Consumer Services
RLOG,Consumer Services,Marine Transportation
ATHN,Miscellaneous,Business Services
AVIR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HSII,Technology,Diversified Commercial Services
EMMS,Consumer Services,Broadcasting
APEI,Consumer Services,Other Consumer Services
ATHX,Health Care,Major Pharmaceuticals
APEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HSIC,Health Care,Medical Specialities
MBVX,Health Care,Major Pharmaceuticals
SENEA,Consumer Non-Durables,Packaged Foods
SENEB,Consumer Non-Durables,Packaged Foods
ORRF,Finance,Major Banks
VIA,Consumer Services,Television Services
ISCA,Consumer Services,Services-Misc. Amusement & Recreation
SSBI,n/a,n/a
LOGM,n/a,n/a
LOGI,Technology,Computer peripheral equipment
VRSN,Technology,EDP Services
VRSK,Technology,EDP Services
CINF,Finance,Property-Casualty Insurers
SCON,Technology,Radio And Television Broadcasting And Communications Equipment
TREE,Finance,Finance: Consumer Services
PRAA,Finance,Finance: Consumer Services
GSBC,Finance,Major Banks
BSET,Consumer Durables,Home Furnishings
PRAN,Health Care,Major Pharmaceuticals
OFIX,Health Care,Medical/Dental Instruments
GLUU,Technology,EDP Services
APWC,Basic Industries,Telecommunications Equipment
EEI,Consumer Services,Military/Government/Technical
WPRT,Energy,Industrial Machinery/Components
STFC,Finance,Property-Casualty Insurers
OSBC,Finance,Major Banks
TRNS,Capital Goods,Electrical Products
ICFI,Consumer Services,Professional Services
IDRA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WEYS,Consumer Non-Durables,Apparel
KINS,Finance,Property-Casualty Insurers
OSN,Basic Industries,Steel/Iron Ore
BDE,Consumer Non-Durables,Recreational Products/Toys
YTEN,Basic Industries,Containers/Packaging
CNIT,Technology,Computer Software: Prepackaged Software
DHIL,Finance,Investment Managers
LABL,Miscellaneous,Publishing
CRUS,Technology,Semiconductors
ECPG,Finance,Finance Companies
FBIO,Health Care,Major Pharmaceuticals
SPCB,Technology,Semiconductors
MDLZ,Consumer Non-Durables,Packaged Foods
VNET,Technology,"Computer Software: Programming, Data Processing"
FBIZ,Finance,Major Banks
SRPT,Health Care,Major Pharmaceuticals
CZFC,Finance,Major Banks
QLYS,Technology,Computer Software: Prepackaged Software
PPBI,Finance,Major Banks
CLIR,Capital Goods,Industrial Machinery/Components
NVFY,Consumer Durables,Home Furnishings
IRDM,Consumer Durables,Telecommunications Equipment
EZPW,Consumer Services,Other Specialty Stores
BGFV,Consumer Services,Other Specialty Stores
CGO,n/a,n/a
MOSY,Technology,Semiconductors
FAST,Consumer Services,RETAIL: Building Materials
SKYY,n/a,n/a
BIOS,Health Care,Medical/Nursing Services
RSYS,Technology,Computer peripheral equipment
LOAN,Consumer Services,Real Estate Investment Trusts
SIEB,Finance,Investment Bankers/Brokers/Service
VCSH,n/a,n/a
YNDX,Technology,"Computer Software: Programming, Data Processing"
SKYW,Transportation,Air Freight/Delivery Services
RUSHB,Consumer Durables,Automotive Aftermarket
MINI,Capital Goods,Metal Fabrications
CUR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PNNT,n/a,n/a
FEM,n/a,n/a
LULU,Consumer Non-Durables,Apparel
FEP,n/a,n/a
OMER,Health Care,Major Pharmaceuticals
OSUR,Health Care,Medical/Dental Instruments
FEX,n/a,n/a
CXDC,Capital Goods,Containers/Packaging
WIN,Public Utilities,Telecommunications Equipment
MAMS,Technology,Computer Software: Prepackaged Software
PFI,n/a,n/a
COLM,Consumer Non-Durables,Apparel
GOLD,Basic Industries,Precious Metals
TATT,Capital Goods,Aerospace
ANCB,Finance,Banks
WTFCW,Finance,Major Banks
PFM,n/a,n/a
FEMS,n/a,n/a
BBSI,Technology,Professional Services
HTHT,Consumer Services,Hotels/Resorts
MTSL,Public Utilities,Telecommunications Equipment
MTSC,Capital Goods,Industrial Machinery/Components
TROVU,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRAX,Technology,Advertising
KFFB,Finance,Savings Institutions
COLB,Finance,Major Banks
MCEP,Energy,Oil & Gas Production
BPOP,Finance,Major Banks
PETS,Health Care,Medical/Nursing Services
JCOM,Technology,Telecommunications Equipment
HMTA,Finance,Major Banks
CUBA,n/a,n/a
CUBN,n/a,n/a
COKE,Consumer Non-Durables,Beverages (Production/Distribution)
THFF,Finance,Major Banks
FCCY,Finance,Savings Institutions
AEZS,Health Care,Major Pharmaceuticals
ULH,Transportation,Trucking Freight/Courier Services
PLAB,Technology,Semiconductors
FCCO,Finance,Major Banks
MACK,Health Care,Major Pharmaceuticals
SNOA,Health Care,Major Pharmaceuticals
EQIX,Consumer Services,Real Estate Investment Trusts
QDEL,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
SELF,Consumer Services,Real Estate Investment Trusts
DSGX,Technology,Computer Software: Prepackaged Software
PNRA,Consumer Services,Restaurants
ANCX,Finance,Savings Institutions
